,genre,body_text_clean,genre_Country,genre_Other,genre_Pop/Rock,genre_Rap
4284,Pop/Rock,abba reviv band danc master abba reviv band super trouper super trouper beam gonna blind wont feel blue like alway caus somewher crowd there sick tire everyth call last night glasgow eat sleep sing wish everi show last show wish everi show last show imagin glad hear your come glad hear your come suddenli feel right suddenli gonna gonna differ im stage tonight tonight super trouper light gonna find shine like sun suppper trouppper smile fun suppper trouppper feel like number one tonight super trouper beam gonna blind wont feel blue suppper trouppper like alway suppper trouppper caus somewher crowd there lyric commerci use 1409617854061,0,0,1,0
4285,Pop/Rock,abba reviv band danc master abba reviv band honey honey honey honey thrill aha honey honey honey honey nearli kill aha honey honey id heard want know know mean your love machin oh make dizzi honey honey let feel aha honey honey honey honey dont conceal aha honey honey way kiss good night lyric commerci use 1409617854061,0,0,1,0
4289,Pop/Rock,abba reviv band thank music mamma mia ive cheat sinc dont know made mind must come end look ever learn dont know suddenli lose control there fire within soul one look hear bell ring one look forget everyth choru mamma mia go resist mamma mia show much ive miss ye ive brokenheart lyric commerci use 1409617854061,0,0,1,0
4290,Pop/Rock,abba reviv band thank music fernando hear drum fernando rememb long ago anoth starri night like firelight fernando hum softli strum guitar could hear distant drum sound bugl call come afar closer fernando everi hour everi minut seem last etern afraid fernando young full life none us prepar die im asham say roar gun cannon almost made cri someth air night lyric commerci use 1409617854061,0,0,1,0
4293,Pop/Rock,abba reviv band thank music take chanc chang mind im first line honey im still free take chanc need let know gonna around youv got place go your feel your alon pretti bird flown honey im still free take chanc gonna best aint lie put test let tri take chanc that ask honey take chanc go danc go walk long togeth listen music mayb talk get know better co know ive got much wanna dream im alon magic want leav afraid love affair think know cant let go lyric commerci use 1409617854061,0,0,1,0
4300,Pop/Rock,abba reviv band pop master super trouper waterloo waterloo napoleon surrend oh yeah met destini quit similar way histori book shelf alway repeat waterloo defeat war waterloo promis love ever waterloo couldnt escap want waterloo know fate lyric commerci use 1409617854061,0,0,1,0
4301,Pop/Rock,abba reviv band pop master super trouper mamma mia ive cheat sinc dont know made mind must come end look ever learn dont know suddenli lose control there fire within soul one look hear bell ring one look forget everyth choru mamma mia go resist mamma mia show much ive miss ye ive brokenheart lyric commerci use 1409617854061,0,0,1,0
4310,Pop/Rock,abba reviv band pop master super trouper voulezv peopl everywher sens expect hang air give spark across room eye glow dark go know start know end master scene weve done back get know mean choru voulezv ahha take leav ahha get ahha noth promis regret voulezv ahha aint big decis ahha know ahha la question seeest voulezv voulezv lyric commerci use 1409617854061,0,0,1,0
4311,Pop/Rock,abba reviv band pop master super trouper thank music im noth special fact im bit bore tell joke youv probabl heard talent wonder thing caus everyon listen start sing im grate proud want sing loud say thank music song im sing thank joy theyr bring live without ask honesti would life without song danc say thank music give lyric commerci use 1409617854061,0,0,1,0
4312,Other,abba mania mamma mia music super trouper super trouper beam gonna blind wont feel blue like alway caus somewher crowd there sick tire everyth call last night glasgow eat sleep sing wish everi show last show wish everi show last show imagin glad hear your come glad hear your come suddenli feel right suddenli gonna gonna differ im stage tonight tonight super trouper light gonna find shine like sun suppper trouppper smile fun suppper trouppper feel like number one tonight super trouper beam gonna blind lyric commerci use 1409617854061,0,1,0,0
4317,Pop/Rock,abba tribut band tribut abba 2 mamma mia ive cheat sinc dont know made mind must come end look ever learn dont know suddenli loos control there fire within soul one look back forget everythingon look forget everythingooohh mama miaher go mymi resist mama miado show mymyjust much miss lyric commerci use 1409617854061,0,0,1,0
4326,Pop/Rock,abba star best dream dream song sing help cope anyth see wonder fairi tale take futur even fail believ angel someth good everyth see believ angel know time right ill cross stream dream dream fantasi lyric commerci use 1409617854061,0,0,1,0
4330,Pop/Rock,abba star best kiss teacher everybodi scream kiss teacher must thought dream kiss teacher friend school never seen teacher blush look like fool nearli petrifi caus taken surpris kiss teacher couldnt quit believ eye kiss teacher whole class went wild held breath world stood still smile seventh heaven kiss teacher one day gonna tell dream everi night lyric commerci use 1409617854061,0,0,1,0
4339,Pop/Rock,abba star best so happi day seem hard find tri reach close mind whatev happen love wish understood use nice use good your near darl cant hear love gave noth els save your gone even tri go your gone though tri carri lyric commerci use 1409617854061,0,0,1,0
4341,Pop/Rock,abba karaok abba karaok songbook 1 mamma mia ,0,0,1,0
4343,Pop/Rock,abba karaok abba karaok songbook 1 take chanc ,0,0,1,0
4347,Pop/Rock,carli simon joe fm hitarchief 1973 your vain son gun walk parti like walk onto yacht hat strateg dip one eye scarf apricot one eye mirror watch gavott girl dream theyd partner theyd partner your vain probabl think song your vain your vain bet think song dont dont sever year ago still quit naiv well said made pretti pair would never leav gave away thing love lyric commerci use 1409617854061,0,0,1,0
4357,Pop/Rock,albert hammond joe fm hitarchief 1973 free electr band father doctor he familiy man mother work chariti whenev theyr good clean american abid law stick liberti support war happi paid laid money summer summercamp winter town futur system talk plan gave music free electr band went school handwash shirt neatli oil hair school big newli built fill light air teacher taught us valu learn keep clip ear mani idl kid went sleep lyric commerci use 1409617854061,0,0,1,0
4363,Pop/Rock,demi rousso joe fm hitarchief 1973 goodby love goodby hear wind sing sad old song know im leav today pleas dont cri heart break go way goodby love goodby goodby au revoir long rememb ill never far goodby love goodby alway true hold dream lyric commerci use 1409617854061,0,0,1,0
4365,Pop/Rock,osmond joe fm hitarchief 1973 lazi river ,0,0,1,0
4366,Pop/Rock,abba joe fm hitarchief 1973 ring ring english version sit phone wait alon babi sit wait wonder dark dreari night seem like noth go right wont tell honey go without ye im feel blue dont know ohoh ring ring dont give call ring ring happiest sound lyric commerci use 1409617854061,0,0,1,0
4370,Pop/Rock,left side joe fm hitarchief 1973 like locomot heaven good heaven goe maxi smile mini cloth make blood hot sun heaven good heaven got run like lolololololololocomot like lolololololololocomot im momomomomomomov momomomomomomov lolololololololocomot wait name alon that shame didnt mama tell littl girl need man like wild world lyric commerci use 1409617854061,0,0,1,0
4377,Rap,barri white joe fm hitarchief 1974 your first last everyth got togeth didnt nobodi got togeth babi ahh first last everyth answer dream your sun moon guid star kind wonder that know there one like lyric commerci use 1409617854061,0,0,0,1
4378,Rap,cat joe fm hitarchief 1974 day ah rock bay mexico row shore montego bay met ladi pleas let stay warm brown arm till melt away day honey night drift away honey light shine let light shine sail home shine let light shine sail home sing la la la sing hey hi yeah yeah yeah yeah lyric commerci use 1409617854061,0,0,0,1
4382,Rap,paul anka joe fm hitarchief 1974 your babi babi love way sayin much love babi love way sayin your thinkin see face glowin see eye im happi know your babi your woman love love doin ya babi your woman love love what goin ya lyric commerci use 1409617854061,0,0,0,1
4383,Rap,demi rousso joe fm hitarchief 1974 someday somewher someday somewher said hello walk life paint word blue made life dream come true someday somewher held hand suddenli knew love could show way rainbow end gave heart song sing chain wild imagin time us sunshin never end morn melodi sin word harmoni lyric commerci use 1409617854061,0,0,0,1
4388,Rap,barri white joe fm hitarchief 1974 cant get enough love babe ive heard peopl say much anyth good babi dont know mani time weve love weve share love made love doesnt seem like enough enough enough oh babi darl cant get enough love babi girl dont know dont know cant get enough love babe thing cant get use matter tri like give want babi that lie oh babi tell say gonna lyric commerci use 1409617854061,0,0,0,1
4389,Rap,isley brother joe fm hitarchief 1974 summer breez choru summer breez make feel fine blow jasmin mind summer breez make feel fine blow jasmin mind see curtain hang window even friday night lyric commerci use 1409617854061,0,0,0,1
4391,Rap,demi rousso joe fm hitarchief 1974 fascin sweet inspir everyth hope your dawn rise summer wind seasom lucki day came way share joy sorrow word true color blue clear sky tomorrow touch hand gentli say need your spring love bring laughter everi day your fascin sweet inspir everyth hope would your dawn rise lyric commerci use 1409617854061,0,0,0,1
4400,Other,georg mccrae rock babi rock babi sexi woman take arm rock babi woman take arm rock babi there nothin say wanna open heart let lovin start woman take arm rock babi woman take arm lyric commerci use 1409617854061,0,1,0,0
4402,Other,hue corpor freedom stallion rock boat id like know got notion said id like know got notion rock boat dont rock boat babi dont tip boat rock boat dont rock boat babi rock boat ever sinc voyag love began touch thrill like rush wind arm held safe roll sea there alway quiet place harbor love like ship ocean weve sail cargo full love devot id like know got notion said id like know got notion dont rock boat babi lyric commerci use 1409617854061,0,1,0,0
4403,Pop/Rock,rubett wear sugar babi love sugar babi love sugar babi love didnt mean make blue sugar babi love sugar babi love didnt mean hurt lover make make mistak lyric commerci use 1409617854061,0,0,1,0
4405,Pop/Rock,adel 25 hello hello wonder year youd like meet go everyth say time suppos heal ya aint done much heal hello hear im california dream use younger free ive forgotten felt world fell feet there differ us million mile hello side mustv call thousand time tell im sorri everyth ive done call never seem home lyric commerci use 1409617854061,0,0,1,0
4410,Pop/Rock,adel 25 water bridg your one come bring knee your one hate idea free im one youv gotta stop hold way oh honey im one cold wilder want keeper reckless your gonna let let gentli dont pretend dont want love aint water bridg your gonna let let gentli dont pretend dont want love aint water bridg woaah woaaah say love aint water bridg lyric commerci use 1409617854061,0,0,1,0
4415,Pop/Rock,adel 25 sweetest devot love aint noth cant ador way im run honey mean break everi law find funni your one never look someth love tear wall werent readi im readi im head straight etern one belong sweetest devot hit like explos life ive frozen sweetest devot know lyric commerci use 1409617854061,0,0,1,0
4416,Pop/Rock,adel 21 roll deep there fire start heart reach fever pitch bring dark final see crystal clear go ahead sell ill lay ship bare see ill leav everi piec dont underestim thing there fire start heart reach fever pitch bring dark scar love remind us keep think almost scar love leav breathless cant help feel could your gonna wish never met roll deep tear gonna fall roll deep heart insid hand your gonna wish never met play beat tear gonna fall roll deep babi stori told ive heard one im gonna make head burn think depth despair make home mine sure wont share lyric commerci use 1409617854061,0,0,1,0
4420,Pop/Rock,adel 21 set fire rain let fall heart fell rose claim dark kiss lip save hand strong knee far weak stand arm without fall feet there side never knew never knew thing youd say never true never true game youd play would alway win alway win set fire rain watch pour touch face well burn cri caus heard scream name name lay could stay lyric commerci use 1409617854061,0,0,1,0
4427,Other,adel 21 sampler roll deep there fire start heart reach fever pitch bring dark final see crystal clear go ahead sell ill lay ship bare see ill leav everi piec dont underestim thing there fire start heart reach fever pitch bring dark scar love remind us keep think almost scar love leav breathless cant help feel could your gonna wish never met roll deep tear gonna fall roll deep heart insid hand your gonna wish never met play beat tear gonna fall roll deep babi stori told ive heard one im gonna make head burn think depth despair make home mine sure wont share lyric commerci use 1409617854061,0,1,0,0
4434,Pop/Rock,adel roll deep roll deep acapella there fire start heart reach fever pitch bringin dark final see crystal clear go ahead sell ill lay shit bare see ill leav everi piec dont underestim thing there fire start heart reach fever pitch bringin dark scar love remind us keep thinkin almost scar love leav breathless cant help feel could your gonna wish never met roll deep tear gonna fall roll deep heart insid hand your gonna wish never met play beat tear gonna fall roll deep babi stori told ive heard one im gonna make head burn think depth despair lyric commerci use 1409617854061,0,0,1,0
4444,Pop/Rock,adel send love new lover send love new lover guitar okay cool none put hand bodi told mmm told readi big one big jump id last love everlast mmm told im give ive forgiven set free send love new lover treat better weve gotta let go ghost know aint kid send love new lover treat better weve gotta let go ghost know aint kid strong trembl couldnt handl hot heat rise rise mmm babi im still rise lyric commerci use 1409617854061,0,0,1,0
4448,Pop/Rock,adel 19 best last wait see heart sleev day end wait open babi come im tri tell id like hear word roll mouth final say alway that made feel way youv never felt im need never want youd say right thing without clue youd save best last like im one know your temporari fix root dont mean much your filler space happen free lyric commerci use 1409617854061,0,0,1,0
4451,Pop/Rock,adel 19 crazi found today sing loud name said im crazi im crazi sometim sit dark wish turn crazi make lose head everi time im meant act sensibl drift head turn crumbl fool lyric commerci use 1409617854061,0,0,1,0
4452,Pop/Rock,adel 19 melt heart stone right feet air made brick pull turn weak find repeat like broken tune im forev excus intent give pretend forgiv time without know melt heart stone hear word made say name like could us best tidi head im one love lyric commerci use 1409617854061,0,0,1,0
4455,Pop/Rock,adel 19 make feel love rain blowin face whole world case could offer warm embrac make feel love even shadow star appear one dri tear could hold million year make feel love lyric commerci use 1409617854061,0,0,1,0
4456,Pop/Rock,adel 19 said im stubborn never give think your stubborn cept your alway soften say im selfish agre think your give way much fact say weve known year say ive known longer dear like close like alon like sit chair prefer floor walk think well never match doo doo lyric commerci use 1409617854061,0,0,1,0
4459,Pop/Rock,adel hometown glori best last wait see heart sleev day end wait open babi come im tri tell id like hear word roll mouth final say alway that made feel way youv never felt im need never want youd say right thing without clue youd save best last like im one know your temporari fix root dont mean much your filler space happen free lyric commerci use 1409617854061,0,0,1,0
4462,Pop/Rock,adel cold shoulder cold shoulder say head thing think dont make sens dont go coy dont turn round like fault see see look eye one shoot everi time everi time grace cold shoulder whenev look wish shower word made knive whenev look wish day see lyric commerci use 1409617854061,0,0,1,0
4463,Pop/Rock,adel cold shoulder sometim hole left hurt heart bad cut deepest part fill mouth word cri im still tri stay insid heart break heart wait make us grow dust eye cri soul sigh know hurt heart break heart wait make us lyric commerci use 1409617854061,0,0,1,0
4466,Pop/Rock,adel skyfal skyfal end hold breath count ten feel earth move hear heart burst end ive drown dreamt moment overdu owe swept away im stolen let sky fall crumbl stand tall face togeth let sky fall crumbl stand tall face togeth skyfal skyfal skyfal start thousand mile pole apart world collid day dark may number take name lyric commerci use 1409617854061,0,0,1,0
4467,Pop/Rock,adel itun live soho fool live fool fall love fool think love took heart play part littl coquett dream disappear like smoke cigarett lyric commerci use 1409617854061,0,0,1,0
4475,Pop/Rock,adel cant let go cant let go go wrong never know love life slow go round round think time gave heaven platter babi gave everyth never gave never lie never fake want save love aint yet there much havent said lyric commerci use 1409617854061,0,0,1,0
4485,Pop/Rock,adel set fire rain set fire rain moto blanco remix let fall heart fell rose claim dark kiss lip save hand strong knee far weak stand arm without fallin feet there side never knew never knew thing youd say never true never true game youd play would alway win alway win set fire rain watch pour touch face lyric commerci use 1409617854061,0,0,1,0
4487,Other,adel youll never see youll never see dark heart shadow face deepest part regret hear word wish id said dawn day cant bare see light make memori head help fill empti youv left cant drown tear wont face fear need fight youll never see oh babi time let wave take know ill surviv youll never see lyric commerci use 1409617854061,0,1,0,0
4492,Pop/Rock,idina menzel idina queen sword mistak passion anger sit polit silenc quick point finger got sick take blame there price pay accept sacrific judgment guess learn lesson im afraid say like rage storm dont got ask apolog ill sing till hear song time better believ there way im hold back anymor im slay like queen sword la la ly la la ly la la ly la la ly ly im slay like queen sword delic flower warrior throne there life us devour even alon look futur see stori card day hard truth hurt lyric commerci use 1409617854061,0,0,1,0
4493,Pop/Rock,idina menzel idina see lie awak look back god know life goe fast day harder last break dark dont know fell far heaven cant put piec back togeth lie dream here lone brokenheart want know feel pain here hopeless almost forgotten got lost along way see see see lyric commerci use 1409617854061,0,0,1,0
4496,Pop/Rock,idina menzel idina last time im sorri wasnt act like didnt care alway see couldnt see sorri felt alon shouldv call shouldv known there noth wouldnt get one day dont let last time hurt last time heard dont let last time held last time felt wouldnt let get away anoth day dont let last time saw lyric commerci use 1409617854061,0,0,1,0
4502,Other,idina menzel small world small world im stand field feet lift ground one see one hurt im brush rain climb cloud nobodi see one hurt goodby graviti goodby enemi im go place world small fli dont make sing song im weightless star famou lyric commerci use 1409617854061,0,1,0,0
4514,Pop/Rock,idina menzel stand forev thought thought wed go unscath thought love would border infin thought free world would disappear left wide open fear forev came went forev stumbl forev poor sens time made mess forev us fool fell time stand still forev lie next your alreadi gone much said cant undon lyric commerci use 1409617854061,0,0,1,0
4515,Pop/Rock,idina menzel stand worst enemi rose spring rememb time wasnt afraid anyth lilac rain one day went away rememb forgot everyth choru mother alway tri tell grate believ father alway tri say babi your beauti everi way lover alway got arm tri protect keep harm alway worst worst enemi lyric commerci use 1409617854061,0,0,1,0
4525,Pop/Rock,idina menzel brave gorgeou brave uk mix dont know im go tomorrow littl overwhelm air cold im anymor ive run direct long ive lost reflect cant look your catch fall moment stand right passag somehow lead home might afraid turn brave last chanc say goodby least first day rest life cant afraid caus turn brave lyric commerci use 1409617854061,0,0,1,0
4526,Pop/Rock,idina menzel brave gorgeou defi graviti traci young fli monkey club mix feat kristin chenoweth glinda couldnt stay calm instead fli handl hope your happi hope your happi hope your happi youv hurt caus forev hope think your clever elphaba hope your happi hope your happi hope your proud would grovel submiss feed ambit glinda elphaba though cant imagin hope your happi right glinda elphi listen say your sorri still wizard youv work wait ever want elphaba know dont want cant want anymor someth chang within someth im play rule someon els game late secondguess late go back sleep time trust instinct close eye leap time tri defi graviti think ill tri defi graviti lyric commerci use 1409617854061,0,0,1,0
4527,Other,idina menzel acoust brave acoust dont know im go tomorrow littl overwhelm air cold im anymor ive run direct long ive lost reflect cant look your catch fall moment stand right passag somehow lead home might afraid turn brave last chanc say goodby least first day rest life cant afraid caus turn brave lyric commerci use 1409617854061,0,1,0,0
4529,Other,idina menzel acoust gorgeou acoust perfect world anoth time far place wouldnt need justifi everyth believ could final whoever want cant heard cant seen call close reach beauti turn pain mad fall like rain long crash collid gorgeou window pane bedroom door citi want fight cant touch us anymor come far shed skin that taken us give lyric commerci use 1409617854061,0,1,0,0
4538,Other,idina menzel live barefoot symphoni funni girl dont rain parad funni hear funni yeah guy said honey your funni girl that keep stitch doubl half though may wrong guy im good laugh guess funni life far sunni laugh joke girl oughta sens humor that one thing realli need sure your funni funni funni girl girl oughta sens humor that one thing realli need sure your funni girl fella said funni girl lyric commerci use 1409617854061,0,1,0,0
4540,Other,idina menzel live barefoot symphoni day today there us there forget regret life miss path way day today there us tonight lyric commerci use 1409617854061,0,1,0,0
4541,Other,idina menzel live barefoot symphoni poker face wanna hold em like texa play fold em let em hit rais babi stay love luck intuit play card spade start he hook ill play one that heart oh oh oh oh ohhhh ohhoheohhohoh ill get hot show ive got oh oh oh oh ohhhh ohhoheohhohoh ill get hot show ive got cant read cant read cant read poker face she got love nobodi cant read cant read cant read poker face she got love nobodi ppppoker face pppoker face ppppoker face pppoker face wanna roll hard pair littl gambl fun your love russian roulett without gun babi love rough isnt fun fun oh oh oh oh ohhhh ohhoheohhohoh ill get hot show ive got oh oh oh oh ohhhh ohhoheohhohoh lyric commerci use 1409617854061,0,1,0,0
4543,Other,idina menzel live barefoot symphoni good im limit look im limit look couldnt glinda us ive heard said peopl come live reason bring someth must learn led help us grow let help return well dont know believ that true know im today knew like comet pull orbit pass sun like stream meet boulder halfway wood say ive chang better lyric commerci use 1409617854061,0,1,0,0
4556,Other,idina menzel snow wish hear hear said night wind littl lamb see see way sky littl lamb see see star star danc night tail big kite tail big kite said littl lamb shepard boy hear hear ring sky shepard boy hear hear lyric commerci use 1409617854061,0,1,0,0
4565,Other,idina menzel snow wish river come christma theyr cut tree theyr put reindeer sing song joy peac oh wish river could skate away dont snow stay pretti green im gonna make lot money im gonna quit crazi scene oh wish river could skate away wish river long would teach feet fli oh wish river could skate away lyric commerci use 1409617854061,0,1,0,0
4573,Other,idina menzel holiday wish merri littl christma merri littl christma let heart light troubl sight merri littl christma make yuletid gay troubl mile away olden day happi golden day yore faith friend dear us lyric commerci use 1409617854061,0,1,0,0
4577,Other,idina menzel holiday wish wish upon star wish upon star make differ anyth heart desir come heart dream lyric commerci use 1409617854061,0,1,0,0
4578,Other,idina menzel holiday wish silent night silent night holi night calm bright round yon virgin mother child holi infant tender mild sleep heavenli peac sleep heavenli peac silent night holi night lyric commerci use 1409617854061,0,1,0,0
4590,Pop/Rock,idina menzel christma wish silent night silent night holi night calm bright round yon virgin mother child holi infant tender mild sleep heavenli peac sleep heavenli peac silent night holi night lyric commerci use 1409617854061,0,0,1,0
4594,Other,idina menzel wind beneath wing wind beneath wing oh oh oh oh oh must cold shadow never sunlight face content let shine that way alway walk step behind one glori one strength beauti face without name long beauti smile hide pain ever know your hero everyth would like fli higher eagl lyric commerci use 1409617854061,0,1,0,0
4608,Other,idina menzel live barefoot symphoni poker face live wanna hold em like texa play fold em let em hit rais babi stay love luck intuit play card spade start he hook ill play one that heart oh oh oh oh ohhhh ohhoheohhohoh ill get hot show ive got oh oh oh oh ohhhh ohhoheohhohoh ill get hot show ive got cant read cant read cant read poker face she got love nobodi cant read cant read cant read poker face she got love nobodi ppppoker face pppoker face ppppoker face pppoker face wanna roll hard pair littl gambl fun your love russian roulett without gun babi love rough isnt fun fun oh oh oh oh ohhhh ohhoheohhohoh ill get hot show ive got oh oh oh oh ohhhh ohhoheohhohoh lyric commerci use 1409617854061,0,1,0,0
4609,Other,idina menzel live barefoot symphoni heaven help heart live love would give love everi second know hed lead plan love man well let happen anyhow im feel easi explan reason play part heaven help heart lyric commerci use 1409617854061,0,1,0,0
4610,Other,idina menzel live barefoot symphoni good live im limit look im limit look couldnt glinda us ive heard said peopl come live reason bring someth must learn led help us grow let help return well dont know believ that true know im today knew like comet pull orbit pass sun like stream meet boulder halfway wood say ive chang better lyric commerci use 1409617854061,0,1,0,0
4612,Other,idina menzel live barefoot symphoni tomorrow live sunll come tomorrow bet bottom dollar tomorrow therel sun think tomorrow clear away cobweb sorrow till there none lyric commerci use 1409617854061,0,1,0,0
4617,Other,idina menzel still cant still larissa lagoon larissa lagoon sit light moon she hear voic head must strong must give song she hear voic head larissa lagoon guest sleep separ room father come tuck bed she lost mind got control there nowher els go lyric commerci use 1409617854061,0,1,0,0
4625,Other,idina menzel still cant still straw gold wonder sleep right realiz im cling edg bed nowher goi nowher leav youll call quitter stay youll punish silenc somehow youll fall asleep youll fall asleep choru well know wont sleepno wont sleep night long silhouett turn back spoon im mesmer ricochet moon lyric commerci use 1409617854061,0,1,0,0
4627,Pop/Rock,glee cast feat idina menzel funni girl glee cast version funni girl glee cast version funni hear funni yeah guy said honey your funni girl that keep stitch lyric commerci use 1409617854061,0,0,1,0
4628,Other,idina menzel oh yeah mmm oh sweet revel got levit ground life vibrat im never come oh your superhero keep watch like say green eye constel light hous sea car stall middl road snow know know youll light citi black doubt know youll river flow street home float know youll strand middl china theyll find ya know youll lyric commerci use 1409617854061,0,1,0,0
4635,Other,idina menzel defi graviti defi graviti traci young fli monkey club mix feat kristin chenoweth glinda couldnt stay calm instead fli handl hope your happi hope your happi hope your happi youv hurt caus forev hope think your clever elphaba hope your happi hope your happi hope your proud would grovel submiss feed ambit glinda elphaba though cant imagin hope your happi right glinda elphi listen say your sorri still wizard youv work wait ever want elphaba know dont want cant want anymor someth chang within someth im play rule someon els game late secondguess late go back sleep time trust instinct close eye leap time tri defi graviti think ill tri defi graviti lyric commerci use 1409617854061,0,1,0,0
4640,Other,idina menzel defi graviti defi graviti singl version glinda spoken elphaba couldnt stay calm instead fli handl sung hope your happi hope your happi hope your happi hurt caus forev hope think your clever elphaba hope your happi hope your happi hope your proud would grovel submiss feed ambit though cant imagin hope your happi right glinda spoken elphi listen say your sorri sung still wizard youv work wait ever want elphaba spoken know sung dont want cant want anymor someth chang within someth im play rule someon els game late secondguess late go back sleep time trust instinct close eye leap time tri defi graviti think ill tri defi graviti cant pull lyric commerci use 1409617854061,0,1,0,0
4645,Other,idina menzel gorgeou gorgeou lior magal vocal dub edit perfect world anoth time far place wouldnt need justifi everyth believ could final whoever want cant heard cant seen call close reach beauti turn pain mad fall like rain long crash collid gorgeou window pane bedroom door citi want fight cant touch us anymor come far shed skin that taken us give lyric commerci use 1409617854061,0,1,0,0
4650,Pop/Rock,idina menzel gorgeou funki junction antoni real remix gorgeou funki junction antoni real remix perfect world anoth time far place wouldnt need justifi everyth believ could final whoever want cant heard cant seen call close reach beauti turn pain mad fall like rain long crash collid gorgeou window pane bedroom door citi want fight cant touch us anymor come far shed skin that taken us give lyric commerci use 1409617854061,0,0,1,0
4657,Pop/Rock,adel harley come life ill wait hold closer one time say love last goodby pleas forgiv sin ye swam dirti water push ive seen face everi sky everi border everi line know heart greatest time us mile us heaven cri know left speechless sky clear blue see futur ill wait your readi love ill put hand ill everyth differ ill better ill wait your readi love lyric commerci use 1409617854061,0,0,1,0
4670,Pop/Rock,adel harley love life rememb see left goodby singl word said final kiss seal seam idea state know fickl heart bitter wander eye heavi head dont rememb dont rememb reason love babi pleas rememb lyric commerci use 1409617854061,0,0,1,0
4674,Pop/Rock,tara adel hello side young everybodi love thing way talk way move everybodi watch caus feel like home your like dream come true chanc your alon moment go caus ive night long hope your someon use know look like movi sound like song god remind young let photograph light case last time might exactli like realiz sad get old made us restless like movi like song lyric commerci use 1409617854061,0,0,1,0
4682,Pop/Rock,scott bradle postmodern jukebox feat robyn adel anderson paper plane origin perform mia paper plane fli like paper get high like plane catch border got visa name come around make em day get one second wait fli like paper get high like plane catch border got visa name come around make em day get one second wait sometim think sit train everi stop get im click gun everyon winner make fame bonafid hustler make name sometim think sit train everi stop get im clock game everyon winner make fame bonafid hustler make name wanna take money wanna take money wanna take money lyric commerci use 1409617854061,0,0,1,0
4689,Pop/Rock,grace adel never lost someth say say someth im give ill one want anywher wouldv follow say someth im give im feel small head know noth lyric commerci use 1409617854061,0,0,1,0
4693,Pop/Rock,adel kraic landslid landslid took love took climb mountain turn around saw reflect snow cover hill til landslid brought oh mirror sky love child within heart rise sail changin ocean tide handl season life oh oh oh oh oh oh oh oh oh oh ooo lyric commerci use 1409617854061,0,0,1,0
4694,Pop/Rock,adel kraic landslid landslid karaok version ,0,0,1,0
4696,Pop/Rock,adel kraic keep hold keep hold your alon togeth stand ill side know ill take hand get cold feel like end there place go know wont give wont give keep hold caus know well make well make stay strong caus know im im there noth could say lyric commerci use 1409617854061,0,0,1,0
4700,Other,adel kraic feel pretti unpretti feel pretti unpretti wish could tie shoe make feel unpretti told beauti mean look mirror who insid one long hair old today outsid cool insid blue evertyim think im ive tri differ way end day blame im trippin buy hair wont grow fix nose say buy makeup mac make cant look insid find posit make feel damn unpretti feel pretti oh pretti lyric commerci use 1409617854061,0,1,0,0
4702,Other,adel kraic firework firework ever feel like plastic bag drift wind want start ever feel paper thin like hous card one blow cave ever feel alreadi buri deep six feet scream one seem hear thing know there still chanc caus there spark gotta ignit light let shine night like fourth juli caus babi your firework come show em worth make em go oh oh oh lyric commerci use 1409617854061,0,1,0,0
4703,Pop/Rock,adel overton tongu fire alway love whenev im alon make feel like home whenev im alon make feel like whole whenev im alon make feel like young whenev im alon make feel like fun howev far away alway love lyric commerci use 1409617854061,0,0,1,0
4706,Pop/Rock,scott bradle postmodern jukebox feat robyn adel anderson tee tone kiss girl kiss girl never way plan intent got brave drink hand lost discret im use wanna tri im curiou caught attent kiss girl like tast cherri chapstick kiss girl tri hope boyfriend dont mind felt wrong felt right dont mean im love tonight kiss girl like like lyric commerci use 1409617854061,0,0,1,0
4709,Other,adel anderson tri chang quintessenti love song whenev iam alon make feel like iam home ever iam alon make feel like iam whole whenev iam alon make feel like iam young whenev iam alon make feel like iam fun howev far away alway love lyric commerci use 1409617854061,0,1,0,0
4710,Pop/Rock,aerosmith get grip intro wake kid half past youth aint nothin realli chang date lyric commerci use 1409617854061,0,0,1,0
4713,Pop/Rock,aerosmith get grip fever got rip pant hole brand new shoe got margarita nose breath full mad dog booz got fever fever fever fever yeah threw outta jail tell ya aint fair tri kiss judg electrica chair yeah caus tonight guitar crank bass man blown fuse whole gang bang tell what excus got fever fever fever fever fever give ya lust appetit hit ya like fang rattlesnak bite caus tonight cant run away troubl aint place far right speed light lyric commerci use 1409617854061,0,0,1,0
4717,Pop/Rock,aerosmith get grip shut danc talk cheap shut danc dont get deep shut danc love got tear hit ground start write song word wrote came wrong yeah alright talk cheap shut danc dont get deep shut danc cant defin crime life aint worth dime take away everyth youv got rub nose funki spot without fight lyric commerci use 1409617854061,0,0,1,0
4719,Pop/Rock,aerosmith get grip gotta love psychedel sandwich way feel shouldnt tri conceal babi got make mind way steal way deal know pleasur mine gotta love better gotta love god know gotta shu uh shove im gonna make thing happen goin roundn roundn round lyric commerci use 1409617854061,0,0,1,0
4728,Pop/Rock,aerosmith big one amaz kept right one let wrong one angel merci see sin time life goin insan tryin walk pain lost grip hit floor yeah thought could leav couldnt get door sick tire livin lie wishin would die lyric commerci use 1409617854061,0,0,1,0
